userid;register_time;country;;;;
57135;10/05/2017;TH;;;;
57145;31/05/2017;TW;;;;
57155;02/04/2017;PH;;;;
57162;31/01/2017;PH;;;;
57172;13/02/2017;SG;;;;
57175;28/02/2017;TH;;;;
57183;27/05/2017;ID;;;;
57190;10/03/2017;TW;;;;
57193;04/01/2017;ID;;;;
57203;10/05/2017;SG;;;;
57209;14/04/2017;PH;;;;
57213;14/01/2017;PH;;;;
57215;04/05/2017;TH;;;;
57220;21/03/2017;TH;;;;
57225;12/04/2017;SG;;;;
57231;12/03/2017;TH;;;;
57233;23/04/2017;VN;;;;
57238;20/04/2017;PH;;;;
57242;17/01/2017;ID;;;;
57248;26/02/2017;TW;;;;
57250;21/02/2017;SG;;;;
57257;17/04/2017;VN;;;;
57262;08/02/2017;ID;;;;
57265;29/01/2017;TH;;;;
57272;13/04/2017;TW;;;;
57279;06/05/2017;TW;;;;
57287;09/03/2017;SG;;;;
57289;02/01/2017;VN;;;;
57296;19/05/2017;MY;;;;
57298;25/01/2017;TH;;;;
57306;03/04/2017;TH;;;;
57314;02/04/2017;ID;;;;
57315;16/05/2017;PH;;;;
57320;28/03/2017;ID;;;;
57321;08/03/2017;TW;;;;
57322;10/02/2017;TH;;;;
57329;25/03/2017;MY;;;;
57333;28/03/2017;SG;;;;
57341;02/02/2017;TW;;;;
57345;19/02/2017;ID;;;;
57347;20/04/2017;VN;;;;
57351;11/05/2017;VN;;;;
57353;03/05/2017;MY;;;;
57360;24/04/2017;VN;;;;
57366;28/01/2017;ID;;;;
57367;15/01/2017;TH;;;;
57370;31/03/2017;ID;;;;
57379;19/03/2017;ID;;;;
57386;05/03/2017;VN;;;;
57387;01/05/2017;PH;;;;
57389;16/02/2017;MY;;;;
57398;28/04/2017;TW;;;;
57406;05/03/2017;PH;;;;
57411;30/01/2017;TH;;;;
57416;09/03/2017;TW;;;;
57419;23/04/2017;MY;;;;
57426;22/04/2017;PH;;;;
57430;11/03/2017;VN;;;;
57440;19/04/2017;SG;;;;
57444;30/01/2017;PH;;;;
57451;16/05/2017;SG;;;;
57454;13/04/2017;SG;;;;
57456;02/01/2017;SG;;;;
57462;18/02/2017;SG;;;;
57472;24/05/2017;VN;;;;
57476;31/01/2017;MY;;;;
57483;02/03/2017;TW;;;;
57486;06/04/2017;PH;;;;
57489;31/03/2017;TH;;;;
57494;15/05/2017;PH;;;;
57502;25/04/2017;SG;;;;
57503;04/04/2017;TH;;;;
57511;03/03/2017;MY;;;;
57519;02/03/2017;SG;;;;
57525;11/03/2017;PH;;;;
57530;04/05/2017;PH;;;;
57539;08/04/2017;VN;;;;
57541;25/05/2017;SG;;;;
57549;27/01/2017;ID;;;;
57557;19/01/2017;VN;;;;
57564;02/05/2017;ID;;;;
57566;26/01/2017;ID;;;;
57573;18/04/2017;PH;;;;
57577;05/04/2017;SG;;;;
57584;19/01/2017;ID;;;;
57586;20/01/2017;SG;;;;
57594;24/01/2017;SG;;;;
57597;21/04/2017;VN;;;;
57601;07/01/2017;ID;;;;
57602;23/05/2017;ID;;;;
57607;26/01/2017;ID;;;;
57613;29/04/2017;PH;;;;
57623;16/05/2017;TH;;;;
57628;20/04/2017;TW;;;;
57634;26/01/2017;VN;;;;
57641;15/03/2017;TH;;;;
57644;03/01/2017;TW;;;;
57651;07/02/2017;TH;;;;
57653;16/03/2017;MY;;;;
57656;22/05/2017;VN;;;;
57663;29/05/2017;VN;;;;
57672;23/01/2017;VN;;;;
57679;07/05/2017;TH;;;;
57686;28/02/2017;PH;;;;
57689;26/04/2017;SG;;;;
57698;24/03/2017;MY;;;;
57706;26/05/2017;MY;;;;
57712;02/05/2017;TW;;;;
57716;18/02/2017;MY;;;;
57721;06/04/2017;SG;;;;
57723;02/02/2017;SG;;;;
57733;16/02/2017;VN;;;;
57736;25/02/2017;PH;;;;
57740;24/01/2017;VN;;;;
57747;12/05/2017;TW;;;;
57750;15/05/2017;VN;;;;
57751;24/03/2017;TW;;;;
57756;06/01/2017;ID;;;;
57766;02/04/2017;TW;;;;
57774;02/03/2017;SG;;;;
57777;12/03/2017;TH;;;;
57784;21/04/2017;TW;;;;
57791;15/05/2017;ID;;;;
57799;10/02/2017;TW;;;;
57802;24/02/2017;TW;;;;
57803;23/02/2017;ID;;;;
57805;02/04/2017;TW;;;;
57808;25/02/2017;MY;;;;
57816;26/03/2017;SG;;;;
57819;06/02/2017;SG;;;;
57829;10/02/2017;ID;;;;
57839;14/04/2017;SG;;;;
57848;20/02/2017;PH;;;;
57858;17/02/2017;TW;;;;
57866;10/05/2017;PH;;;;
57868;08/03/2017;TW;;;;
57875;12/04/2017;PH;;;;
57880;20/04/2017;TH;;;;
57885;15/02/2017;MY;;;;
57886;01/01/2017;VN;;;;
57896;21/01/2017;VN;;;;
57900;16/01/2017;MY;;;;
57906;14/05/2017;SG;;;;
57912;17/03/2017;ID;;;;
57915;10/01/2017;SG;;;;
57921;07/01/2017;TW;;;;
57928;17/03/2017;PH;;;;
57934;26/03/2017;ID;;;;
57944;15/04/2017;TH;;;;
57947;23/05/2017;VN;;;;
57953;13/03/2017;TW;;;;
57956;03/04/2017;SG;;;;
57966;28/02/2017;SG;;;;
57969;28/04/2017;PH;;;;
57979;02/02/2017;ID;;;;
57989;12/05/2017;PH;;;;
57991;06/05/2017;TH;;;;
57995;10/05/2017;TH;;;;
58000;19/04/2017;ID;;;;
58009;17/02/2017;MY;;;;
58013;31/03/2017;SG;;;;
58019;10/01/2017;VN;;;;
58029;09/05/2017;TW;;;;
58031;17/03/2017;VN;;;;
58039;24/05/2017;ID;;;;
58047;05/04/2017;TH;;;;
58049;28/05/2017;VN;;;;
58058;15/05/2017;ID;;;;
58063;25/04/2017;ID;;;;
58067;09/01/2017;MY;;;;
58069;16/05/2017;VN;;;;
58075;01/06/2017;ID;;;;
58079;17/05/2017;TW;;;;
58089;28/02/2017;MY;;;;
58093;07/01/2017;TH;;;;
58097;21/04/2017;VN;;;;
58100;18/02/2017;SG;;;;
58107;01/02/2017;PH;;;;
58108;17/02/2017;ID;;;;
58114;02/03/2017;MY;;;;
58118;19/05/2017;TH;;;;
58127;25/04/2017;PH;;;;
58134;06/04/2017;SG;;;;
58140;26/02/2017;SG;;;;
58141;14/04/2017;SG;;;;
58142;09/02/2017;ID;;;;
58148;20/03/2017;PH;;;;
58152;23/04/2017;MY;;;;
58156;12/04/2017;VN;;;;
58165;06/02/2017;ID;;;;
58173;12/02/2017;VN;;;;
58178;26/02/2017;VN;;;;
58180;30/04/2017;MY;;;;
58182;17/02/2017;TW;;;;
58191;10/03/2017;PH;;;;
58195;21/01/2017;VN;;;;
58205;22/03/2017;MY;;;;
58215;02/02/2017;TW;;;;
58221;28/01/2017;PH;;;;
58226;24/02/2017;SG;;;;
58231;11/04/2017;TH;;;;
58234;25/01/2017;VN;;;;
58241;23/04/2017;TW;;;;
58246;24/02/2017;SG;;;;
58256;20/02/2017;TW;;;;
58264;15/01/2017;TH;;;;
58272;05/03/2017;TH;;;;
58279;12/05/2017;ID;;;;
58285;15/01/2017;MY;;;;
58287;05/03/2017;MY;;;;
58293;16/04/2017;VN;;;;
58303;14/01/2017;SG;;;;
58308;30/03/2017;TH;;;;
58311;04/02/2017;ID;;;;
58317;25/02/2017;TH;;;;
58322;30/03/2017;TW;;;;
58324;28/03/2017;TH;;;;
58327;04/03/2017;ID;;;;
58334;14/02/2017;TH;;;;
58335;03/04/2017;PH;;;;
58342;10/01/2017;ID;;;;
58352;03/05/2017;TH;;;;
58358;14/03/2017;TW;;;;
58363;26/05/2017;PH;;;;
58368;22/04/2017;MY;;;;
58373;09/04/2017;VN;;;;
58378;27/01/2017;PH;;;;
58379;25/02/2017;ID;;;;
58385;23/03/2017;VN;;;;
58389;19/03/2017;TW;;;;
58395;25/01/2017;SG;;;;
58404;01/04/2017;SG;;;;
58405;05/03/2017;TW;;;;
58412;16/01/2017;VN;;;;
58415;23/05/2017;VN;;;;
58419;17/03/2017;VN;;;;
58429;22/01/2017;PH;;;;
58431;01/03/2017;ID;;;;
58436;11/03/2017;TW;;;;
58444;14/05/2017;PH;;;;
58452;15/05/2017;VN;;;;
58455;02/05/2017;TW;;;;
58459;07/03/2017;ID;;;;
58465;03/01/2017;TH;;;;
58470;27/04/2017;SG;;;;
58472;21/02/2017;TH;;;;
58480;30/04/2017;TH;;;;
58487;20/01/2017;TW;;;;
58488;05/03/2017;ID;;;;
58495;02/04/2017;TW;;;;
58497;22/03/2017;SG;;;;
58505;25/02/2017;VN;;;;
58513;17/05/2017;ID;;;;
58517;10/01/2017;PH;;;;
58526;22/03/2017;MY;;;;
58527;05/02/2017;SG;;;;
58531;13/04/2017;TW;;;;
58541;31/05/2017;TH;;;;
58545;10/03/2017;VN;;;;
58553;24/03/2017;MY;;;;
58556;21/05/2017;SG;;;;
58566;12/02/2017;TH;;;;
58569;05/01/2017;ID;;;;
58574;22/05/2017;SG;;;;
58584;28/04/2017;TH;;;;
58591;20/01/2017;TH;;;;
58595;13/03/2017;VN;;;;
58604;15/05/2017;ID;;;;
58609;09/05/2017;MY;;;;
58612;20/01/2017;ID;;;;
58613;14/05/2017;MY;;;;
58619;17/03/2017;TW;;;;
58624;26/03/2017;TW;;;;
58626;14/03/2017;SG;;;;
58631;06/04/2017;ID;;;;
58636;30/01/2017;TH;;;;
58637;30/04/2017;MY;;;;
58645;16/05/2017;TH;;;;
58651;29/01/2017;SG;;;;
58656;24/04/2017;MY;;;;
58665;28/03/2017;SG;;;;
58667;17/02/2017;MY;;;;
58673;06/03/2017;ID;;;;
58678;23/05/2017;VN;;;;
58682;22/05/2017;TW;;;;
58684;29/04/2017;MY;;;;
58690;18/03/2017;SG;;;;
58699;12/04/2017;TW;;;;
58708;01/05/2017;SG;;;;
58710;24/03/2017;MY;;;;
58716;20/01/2017;PH;;;;
58719;19/04/2017;ID;;;;
58720;09/04/2017;SG;;;;
58723;19/04/2017;SG;;;;
58728;24/03/2017;TW;;;;
58733;02/05/2017;SG;;;;
58740;12/05/2017;PH;;;;
58744;02/04/2017;TW;;;;
58745;25/03/2017;SG;;;;
58746;12/01/2017;ID;;;;
58752;21/05/2017;TW;;;;
58755;27/04/2017;TW;;;;
58761;20/01/2017;ID;;;;
58765;22/03/2017;MY;;;;
58767;22/02/2017;TH;;;;
58776;10/03/2017;TW;;;;
58784;03/02/2017;SG;;;;
58788;15/01/2017;TH;;;;
58795;31/03/2017;VN;;;;
58804;04/02/2017;SG;;;;
58809;12/04/2017;MY;;;;
58819;25/03/2017;SG;;;;
58825;29/04/2017;SG;;;;
58833;02/01/2017;TH;;;;
58842;22/05/2017;TW;;;;
58847;15/04/2017;TW;;;;
58848;10/01/2017;ID;;;;
58852;19/04/2017;VN;;;;
58854;17/01/2017;MY;;;;
58858;02/03/2017;SG;;;;
58868;22/02/2017;TH;;;;
58871;02/02/2017;ID;;;;
58874;25/04/2017;PH;;;;
58884;17/03/2017;TH;;;;
58889;28/03/2017;TH;;;;
58893;04/03/2017;TW;;;;
58900;12/02/2017;MY;;;;
58904;25/03/2017;TH;;;;
58907;02/01/2017;TH;;;;
58917;03/02/2017;SG;;;;
58926;04/01/2017;ID;;;;
58934;21/04/2017;VN;;;;
58939;23/02/2017;TH;;;;
58943;30/03/2017;VN;;;;
58945;17/05/2017;MY;;;;
58951;24/01/2017;TH;;;;
58960;10/03/2017;SG;;;;
58961;03/01/2017;PH;;;;
58967;08/01/2017;TH;;;;
58977;27/03/2017;MY;;;;
58987;26/04/2017;MY;;;;
58996;08/01/2017;SG;;;;
58999;24/05/2017;VN;;;;
59003;10/05/2017;ID;;;;
59008;18/01/2017;TW;;;;
59016;23/05/2017;PH;;;;
59022;04/03/2017;TW;;;;
59029;24/03/2017;TH;;;;
59031;26/02/2017;TH;;;;
59032;02/02/2017;PH;;;;
59038;23/05/2017;TH;;;;
59046;20/02/2017;MY;;;;
59049;13/03/2017;TH;;;;
59054;23/05/2017;ID;;;;
59057;07/02/2017;TH;;;;
59066;28/04/2017;MY;;;;
59072;02/05/2017;VN;;;;
59075;06/05/2017;PH;;;;
59082;19/02/2017;PH;;;;
59088;08/01/2017;VN;;;;
59094;14/02/2017;TW;;;;
59100;10/01/2017;ID;;;;
59105;26/05/2017;ID;;;;
59112;16/02/2017;PH;;;;
59114;14/03/2017;TH;;;;
59115;13/01/2017;SG;;;;
59119;06/05/2017;TH;;;;
59122;24/05/2017;VN;;;;
59123;26/02/2017;SG;;;;
59132;13/05/2017;VN;;;;
59140;08/01/2017;TW;;;;
59141;11/02/2017;PH;;;;
59148;26/02/2017;TW;;;;
59157;01/02/2017;TH;;;;
59163;05/05/2017;ID;;;;
59166;20/04/2017;TW;;;;
59167;28/05/2017;MY;;;;
59175;16/02/2017;VN;;;;
59179;13/01/2017;TH;;;;
59184;20/04/2017;TW;;;;
59191;05/04/2017;VN;;;;
59196;30/05/2017;TW;;;;
59200;29/01/2017;MY;;;;
59204;09/04/2017;PH;;;;
59211;25/03/2017;PH;;;;
59217;23/01/2017;TH;;;;
59223;23/02/2017;VN;;;;
59225;14/02/2017;MY;;;;
59228;12/04/2017;MY;;;;
59230;06/04/2017;TW;;;;
59233;24/03/2017;TH;;;;
59241;01/04/2017;PH;;;;
59251;20/04/2017;MY;;;;
59252;05/02/2017;ID;;;;
59253;25/01/2017;TH;;;;
59262;16/05/2017;VN;;;;
59269;16/02/2017;PH;;;;
59270;24/04/2017;PH;;;;
59280;08/04/2017;VN;;;;
59283;12/01/2017;MY;;;;
59286;08/04/2017;ID;;;;
59287;03/03/2017;SG;;;;
59293;24/05/2017;TH;;;;
59302;15/05/2017;MY;;;;
59311;06/01/2017;VN;;;;
59312;28/02/2017;PH;;;;
59314;24/03/2017;SG;;;;
59324;22/05/2017;TH;;;;
59326;16/05/2017;ID;;;;
59333;29/01/2017;MY;;;;
59338;22/02/2017;TH;;;;
59347;28/02/2017;VN;;;;
59357;03/03/2017;TH;;;;
59358;06/03/2017;PH;;;;
59363;25/04/2017;PH;;;;
59364;11/04/2017;TW;;;;
59374;08/05/2017;ID;;;;
59383;18/03/2017;TW;;;;
59387;17/04/2017;ID;;;;
59389;17/05/2017;PH;;;;
59392;09/01/2017;MY;;;;
59401;22/01/2017;VN;;;;
59407;07/04/2017;MY;;;;
59408;22/02/2017;TH;;;;
59413;27/05/2017;TW;;;;
59422;30/04/2017;MY;;;;
59430;21/01/2017;MY;;;;
59439;19/05/2017;TH;;;;
59442;26/05/2017;TW;;;;
59443;20/05/2017;TW;;;;
59451;02/04/2017;PH;;;;
59461;02/01/2017;MY;;;;
59470;20/04/2017;MY;;;;
59472;28/05/2017;MY;;;;
59478;05/05/2017;SG;;;;
59481;26/01/2017;PH;;;;
59491;23/02/2017;TW;;;;
59495;04/05/2017;TW;;;;
59502;17/02/2017;ID;;;;
59503;30/04/2017;MY;;;;
59508;13/04/2017;MY;;;;
59516;09/02/2017;ID;;;;
59517;08/02/2017;ID;;;;
59526;10/02/2017;PH;;;;
59531;18/03/2017;TH;;;;
59534;09/01/2017;PH;;;;
59541;14/05/2017;ID;;;;
59549;27/03/2017;TH;;;;
59557;26/04/2017;TW;;;;
59560;07/05/2017;TW;;;;
59565;14/04/2017;VN;;;;
59566;14/02/2017;PH;;;;
59575;29/01/2017;ID;;;;
59580;19/03/2017;TW;;;;
59582;13/02/2017;TW;;;;
59592;06/01/2017;MY;;;;
59594;16/01/2017;MY;;;;
59604;10/03/2017;VN;;;;
59613;19/04/2017;MY;;;;
59614;14/04/2017;ID;;;;
59621;04/04/2017;MY;;;;
59624;21/02/2017;TH;;;;
59634;08/01/2017;ID;;;;
59643;07/02/2017;TW;;;;
59647;04/01/2017;ID;;;;
59652;27/05/2017;PH;;;;
59662;25/02/2017;VN;;;;
59663;13/03/2017;TH;;;;
59672;09/02/2017;TH;;;;
59680;16/04/2017;ID;;;;
59683;23/05/2017;PH;;;;
59690;28/02/2017;VN;;;;
59699;23/04/2017;MY;;;;
59706;01/05/2017;PH;;;;
59716;31/05/2017;PH;;;;
59723;03/01/2017;TH;;;;
59731;18/05/2017;VN;;;;
59733;25/04/2017;PH;;;;
59736;29/03/2017;PH;;;;
59739;22/05/2017;SG;;;;
59747;14/05/2017;TH;;;;
59750;25/02/2017;TW;;;;
59757;16/02/2017;VN;;;;
59762;30/05/2017;TW;;;;
59767;24/05/2017;PH;;;;
59771;21/02/2017;SG;;;;
59781;20/04/2017;TW;;;;
59785;10/01/2017;PH;;;;
59792;05/04/2017;TW;;;;
59794;10/04/2017;PH;;;;
59803;09/03/2017;TH;;;;
59805;11/04/2017;SG;;;;
59807;12/03/2017;ID;;;;
59816;10/02/2017;SG;;;;
59823;23/03/2017;PH;;;;
59831;07/05/2017;SG;;;;
59836;11/01/2017;PH;;;;
59839;11/01/2017;VN;;;;
59841;24/03/2017;TW;;;;
59843;28/02/2017;TH;;;;
59844;05/02/2017;PH;;;;
59850;22/05/2017;SG;;;;
59854;09/03/2017;PH;;;;
59861;24/02/2017;VN;;;;
59864;15/03/2017;ID;;;;
59873;08/01/2017;TH;;;;
59875;05/01/2017;ID;;;;
59879;16/01/2017;TW;;;;
59883;21/05/2017;TH;;;;
59891;09/04/2017;ID;;;;
59893;30/05/2017;TH;;;;
59899;14/01/2017;PH;;;;
59909;12/03/2017;SG;;;;
59915;07/05/2017;MY;;;;
59918;19/05/2017;PH;;;;
59919;27/01/2017;VN;;;;
59929;28/03/2017;TH;;;;
59936;12/05/2017;TH;;;;
59941;01/01/2017;TH;;;;
59946;13/03/2017;VN;;;;
59947;23/05/2017;MY;;;;
59956;12/04/2017;TH;;;;
59959;16/04/2017;MY;;;;
59967;08/03/2017;TH;;;;
59972;20/04/2017;TH;;;;
59976;18/01/2017;TH;;;;
59985;03/01/2017;MY;;;;
59993;22/03/2017;ID;;;;
60001;27/02/2017;PH;;;;
60008;09/01/2017;PH;;;;
60018;27/01/2017;ID;;;;
60024;21/03/2017;TW;;;;
60027;26/01/2017;SG;;;;
60034;14/02/2017;PH;;;;
60044;11/01/2017;PH;;;;
60051;29/03/2017;PH;;;;
60055;12/02/2017;SG;;;;
60059;22/04/2017;TH;;;;
60062;17/05/2017;VN;;;;
60069;25/04/2017;TH;;;;
60073;18/03/2017;MY;;;;
60080;06/03/2017;VN;;;;
60086;13/02/2017;MY;;;;
60091;10/05/2017;PH;;;;
60096;30/05/2017;PH;;;;
60099;02/04/2017;TW;;;;
60106;22/05/2017;SG;;;;
60110;01/04/2017;SG;;;;
60116;06/01/2017;ID;;;;
60122;15/05/2017;VN;;;;
60127;10/01/2017;TW;;;;
60136;30/01/2017;VN;;;;
60145;26/05/2017;MY;;;;
60148;24/01/2017;PH;;;;
60152;03/04/2017;VN;;;;
60159;29/03/2017;MY;;;;
60168;31/03/2017;TW;;;;
60175;08/04/2017;TH;;;;
60182;18/02/2017;ID;;;;
60186;26/03/2017;PH;;;;
60195;18/03/2017;VN;;;;
60199;19/02/2017;MY;;;;
60204;20/04/2017;VN;;;;
60213;16/02/2017;MY;;;;
60222;19/05/2017;ID;;;;
60228;16/05/2017;TH;;;;
60237;24/04/2017;SG;;;;
60239;31/01/2017;ID;;;;
60248;13/03/2017;MY;;;;
60249;01/06/2017;ID;;;;
60253;07/01/2017;VN;;;;
60258;17/05/2017;MY;;;;
60267;18/04/2017;SG;;;;
60275;22/03/2017;TW;;;;
60284;12/01/2017;TW;;;;
60291;30/04/2017;PH;;;;
60292;06/05/2017;SG;;;;
60302;30/03/2017;TH;;;;
60306;30/03/2017;PH;;;;
60310;16/01/2017;VN;;;;
60317;24/01/2017;MY;;;;
60320;26/04/2017;VN;;;;
60322;22/02/2017;VN;;;;
60324;25/05/2017;SG;;;;
60326;11/02/2017;SG;;;;
60333;11/04/2017;TW;;;;
60343;25/05/2017;PH;;;;
60352;08/04/2017;SG;;;;
60355;12/04/2017;TH;;;;
60360;10/01/2017;SG;;;;
60363;15/03/2017;TH;;;;
60369;30/05/2017;VN;;;;
60377;21/03/2017;PH;;;;
60384;08/02/2017;PH;;;;
60388;28/02/2017;SG;;;;
60398;18/05/2017;ID;;;;
60404;31/03/2017;SG;;;;
60410;11/04/2017;PH;;;;
60415;09/02/2017;VN;;;;
60416;03/05/2017;ID;;;;
60426;14/04/2017;VN;;;;
60434;27/04/2017;SG;;;;
60441;10/03/2017;MY;;;;
60443;12/03/2017;ID;;;;
60450;02/01/2017;TW;;;;
60460;02/04/2017;MY;;;;
60468;08/02/2017;SG;;;;
60469;26/01/2017;TW;;;;
60479;30/04/2017;TH;;;;
60486;07/01/2017;SG;;;;
60489;24/01/2017;SG;;;;
60492;28/03/2017;MY;;;;
60496;04/03/2017;TW;;;;
60500;01/03/2017;SG;;;;
60503;15/03/2017;ID;;;;
60507;27/03/2017;VN;;;;
60510;05/04/2017;PH;;;;
60519;03/02/2017;MY;;;;
60526;09/05/2017;MY;;;;
60533;19/01/2017;VN;;;;
60539;06/04/2017;MY;;;;
60541;23/03/2017;ID;;;;
60551;20/03/2017;TW;;;;
60557;14/04/2017;VN;;;;
60563;30/01/2017;PH;;;;
60573;17/04/2017;SG;;;;
60580;14/01/2017;MY;;;;
60585;06/02/2017;TH;;;;
60587;21/04/2017;SG;;;;
60591;10/03/2017;ID;;;;
60600;09/05/2017;TH;;;;
60607;17/05/2017;SG;;;;
60610;30/05/2017;TW;;;;
60618;04/01/2017;ID;;;;
60623;04/02/2017;SG;;;;
60628;08/03/2017;PH;;;;
60629;23/03/2017;MY;;;;
60639;28/05/2017;MY;;;;
60641;01/05/2017;VN;;;;
60645;10/04/2017;TH;;;;
60647;30/03/2017;PH;;;;
60656;19/01/2017;VN;;;;
60664;17/01/2017;PH;;;;
60667;01/03/2017;ID;;;;
60673;07/03/2017;SG;;;;
60676;29/03/2017;SG;;;;
60683;19/04/2017;TW;;;;
60690;22/05/2017;TW;;;;
60694;13/05/2017;MY;;;;
60697;29/03/2017;VN;;;;
60707;30/05/2017;ID;;;;
60717;29/04/2017;VN;;;;
60722;26/04/2017;ID;;;;
60725;21/03/2017;TH;;;;
60731;28/04/2017;TW;;;;
60741;21/04/2017;VN;;;;
60744;11/04/2017;TH;;;;
60748;05/03/2017;MY;;;;
60757;14/05/2017;MY;;;;
60759;02/02/2017;VN;;;;
60763;29/04/2017;VN;;;;
60770;25/02/2017;TW;;;;
60771;23/03/2017;VN;;;;
60772;13/02/2017;MY;;;;
60780;20/04/2017;SG;;;;
60787;14/05/2017;TH;;;;
60790;01/05/2017;ID;;;;
60795;17/02/2017;ID;;;;
60805;21/04/2017;PH;;;;
60811;22/02/2017;ID;;;;
60819;26/03/2017;VN;;;;
60825;16/05/2017;SG;;;;
60827;25/05/2017;TH;;;;
60834;25/01/2017;SG;;;;
60841;07/05/2017;VN;;;;
60844;14/03/2017;TW;;;;
60854;03/05/2017;MY;;;;
60859;26/05/2017;VN;;;;
60863;17/04/2017;SG;;;;
60866;27/03/2017;TW;;;;
60871;24/05/2017;PH;;;;
60874;09/03/2017;MY;;;;
60882;29/03/2017;ID;;;;
60891;15/02/2017;MY;;;;
60896;20/04/2017;ID;;;;
60905;04/03/2017;VN;;;;
60913;06/02/2017;SG;;;;
60921;10/05/2017;MY;;;;
60928;16/01/2017;VN;;;;
60933;07/02/2017;VN;;;;
60940;23/04/2017;ID;;;;
60942;01/03/2017;MY;;;;
60950;23/05/2017;VN;;;;
60959;04/04/2017;SG;;;;
60965;14/02/2017;TH;;;;
60974;09/03/2017;PH;;;;
60982;11/02/2017;SG;;;;
60988;18/03/2017;SG;;;;
60996;06/01/2017;VN;;;;
61001;23/03/2017;MY;;;;
61010;12/02/2017;VN;;;;
61014;23/02/2017;TH;;;;
61017;05/04/2017;TH;;;;
61023;08/04/2017;VN;;;;
61032;22/04/2017;PH;;;;
61042;26/04/2017;VN;;;;
61043;15/05/2017;VN;;;;
61044;21/04/2017;MY;;;;
61047;07/01/2017;VN;;;;
61053;07/01/2017;TW;;;;
61059;06/05/2017;TH;;;;
61060;13/03/2017;TW;;;;
61062;02/05/2017;PH;;;;
61071;01/04/2017;VN;;;;
61074;25/02/2017;MY;;;;
61078;09/05/2017;TW;;;;
61084;01/01/2017;MY;;;;
61091;16/01/2017;TW;;;;
61092;26/04/2017;VN;;;;
61095;19/01/2017;VN;;;;
61099;08/04/2017;ID;;;;
61103;25/02/2017;VN;;;;
61113;30/05/2017;ID;;;;
61117;09/05/2017;TW;;;;
61120;30/05/2017;PH;;;;
61124;01/01/2017;MY;;;;
61129;20/05/2017;SG;;;;
61135;20/01/2017;TH;;;;
61143;27/01/2017;VN;;;;
61151;24/02/2017;ID;;;;
61153;21/05/2017;TH;;;;
61156;13/05/2017;VN;;;;
61161;20/01/2017;TW;;;;
61167;02/01/2017;TH;;;;
61169;01/06/2017;TH;;;;
61170;31/05/2017;VN;;;;
61180;24/04/2017;MY;;;;
61181;15/02/2017;TW;;;;
61185;20/01/2017;VN;;;;
61192;01/03/2017;TH;;;;
61201;24/02/2017;TW;;;;
61211;18/05/2017;MY;;;;
61219;26/05/2017;TW;;;;
61226;16/03/2017;VN;;;;
61231;04/03/2017;VN;;;;
61238;08/05/2017;PH;;;;
61246;16/02/2017;PH;;;;
61252;30/01/2017;SG;;;;
61256;17/05/2017;TH;;;;
61264;13/03/2017;PH;;;;
61274;18/01/2017;ID;;;;
61279;22/03/2017;TH;;;;
61288;14/01/2017;TH;;;;
61297;08/05/2017;SG;;;;
61303;15/05/2017;TH;;;;
61305;09/01/2017;MY;;;;
61309;28/05/2017;PH;;;;
61316;30/04/2017;PH;;;;
61326;27/01/2017;TH;;;;
61332;03/04/2017;ID;;;;
61341;11/02/2017;MY;;;;
61344;05/04/2017;PH;;;;
61352;01/05/2017;ID;;;;
61360;31/03/2017;VN;;;;
61363;22/02/2017;MY;;;;
61364;10/02/2017;PH;;;;
61373;29/05/2017;MY;;;;
61382;31/03/2017;TW;;;;
61391;26/05/2017;VN;;;;
61398;11/02/2017;VN;;;;
61403;20/05/2017;SG;;;;
61409;26/05/2017;TW;;;;
61414;26/01/2017;VN;;;;
61417;09/05/2017;ID;;;;
61425;28/05/2017;PH;;;;
61435;03/03/2017;TH;;;;
61440;11/04/2017;TW;;;;
61441;22/02/2017;PH;;;;
61451;08/05/2017;SG;;;;
61461;12/04/2017;MY;;;;
61466;13/04/2017;TH;;;;
61475;23/01/2017;SG;;;;
61484;15/04/2017;SG;;;;
61485;06/01/2017;TH;;;;
61491;04/05/2017;TW;;;;
61496;06/05/2017;PH;;;;
61504;07/03/2017;MY;;;;
61511;16/05/2017;TW;;;;
61515;22/01/2017;PH;;;;
61521;08/04/2017;TH;;;;
61522;09/05/2017;VN;;;;
61530;03/02/2017;MY;;;;
61531;27/05/2017;TH;;;;
61537;17/05/2017;PH;;;;
61542;09/05/2017;VN;;;;
61543;19/05/2017;SG;;;;
61544;02/05/2017;TH;;;;
61552;06/02/2017;TW;;;;
61560;21/05/2017;TW;;;;
61567;03/01/2017;VN;;;;
61575;17/01/2017;SG;;;;
61578;09/01/2017;TW;;;;
61584;11/03/2017;VN;;;;
61591;28/04/2017;MY;;;;
61597;18/04/2017;ID;;;;
61599;11/05/2017;ID;;;;
61605;27/01/2017;SG;;;;
61606;28/05/2017;TW;;;;
61616;02/01/2017;ID;;;;
61618;19/04/2017;TH;;;;
61621;26/05/2017;MY;;;;
61622;17/01/2017;MY;;;;
61628;15/02/2017;MY;;;;
61631;29/04/2017;TW;;;;
61635;31/01/2017;TH;;;;
61637;30/05/2017;PH;;;;
61647;16/02/2017;SG;;;;
61654;27/02/2017;ID;;;;
61664;28/03/2017;ID;;;;
61669;19/02/2017;TW;;;;
61677;26/04/2017;MY;;;;
61678;01/06/2017;VN;;;;
